created_at,favorite_count,text,in_reply_to_screen_name,location,quote_count,reply_count,retweet_count,username
Sat Sep 02 15:33:10 +0000 2023,27,@um_fess gausa berharap skripsi dihapus nder lek dihapus bakale yo diganti dgn bobot yang hampir sama. gak koyok jaman sma covid sing UN dihapus trus kelulusan ditentukan sekolahan,um_fess,"East Java, Indonesia",0,0,0,NoAbsen13
Sat Sep 02 15:26:07 +0000 2023,84,um! sing panggah ngroweng masalah skripsi dihapus opo ora woconen iki cok! https://t.co/FihCqfVU5V,,cra krim mfs? cek link‼️😠👉🏻,1,14,1,um_fess
Sat Sep 02 15:15:39 +0000 2023,1,@collegemenfess Ga setujuuu. Menurutku skripsi itu wajibbb kalaupun dihapus ya berarti TA harus diganti dengan projek atau buat prototipe.,collegemenfess,"Makassar, Indonesia",0,0,0,herdhy00
Sat Sep 02 13:39:18 +0000 2023,0,Skripsi UKom OSCE TOEFL. Kalo skripsi memang dihapus tolong ilangin buat mahasiswa kesehatan. Ga ngaruh di kelulusan tapi sumpah ngabisin bnyak waktu yg hrusnya bisa gue pake buat persiapan UKom/OSCE/TOEFL,,"Bali, Indonesia",0,0,0,camaovinga
Sat Sep 02 12:44:03 +0000 2023,9,@um_fess Masalahnya km udh ada hal yg bisa menggantikan skripsi gak? Kalo belum ya tetep bikin skripsi kalo aku gitu mikirnya. Kalo mikir kebijakan skripsi dihapus gak lulus .,um_fess,,0,0,0,hanyaaku_diriku
Sat Sep 02 01:03:03 +0000 2023,0,@collegemenfess UN dihapus Skripsi dihapus Tesis gak perlu jurnal-jurnalan. Kalo gitu jadi ASN gak perlu tes juga dong mas @nadiemmakarim @Nadiem_Makarim @MasMenteri,collegemenfess,,0,1,0,BabehWidiidiW
Sat Sep 02 00:53:06 +0000 2023,0,yaopo sih cok cok. ga ada yg ngapus skripsi lah jancok gedek banget gua kalo masih ada aja yg dongo bahas ini. jelas di beritanya bukan dihapus tp dikasih option lain. meanwhile telkom kan dari kapan tau udah ngasih option skripsi/jurnal/projek TA. kocak,,,0,0,0,cavtik
Fri Sep 01 23:58:59 +0000 2023,0,@convomf Gapapa skripsi ga dihapus yang dihapus itu sidangnya aja. Yang Penting mah kita udah paham Materi sama skripsi Kita udah bagus Karna revisi²an Asal jangan ada sidangnya aja Karna itu yang paling menguras mental....,convomf,Universitas Padjadjaran,0,0,0,Mrandydf1309
Fri Sep 01 23:58:36 +0000 2023,0,Skripsi nggausah dihapus gpp tapi mending abis pkkmb langsung wisuda aja,,"Sleman, Yogyakarta",0,1,0,ajengataudiri
Fri Sep 01 23:34:19 +0000 2023,0,Walopun dihapus kan mesti ada penggantinya yg setara skripsi kocak,,"Kediri, Indonesia",0,0,0,sudendly
Fri Sep 01 23:10:32 +0000 2023,0,@convomf Pdhl udah jelas loh kmrn di vidnya kembali ke perguruan tinggi masing2 brarti ya syarat lulus tidak melulu skripsi ada opsi yg laen. Gabilang skripsi dihapus brarti ya Skripsi tetep ada. Tinggal kampusnya aja yg mau bikin skripsi tetep jd syarat klulusan/engga.,convomf,"Luna, Moon",0,1,0,s0n6b1rd
Fri Sep 01 21:51:18 +0000 2023,2,Skripsi mau dihapus padahal kuliah isinya kebanyakan tujuannya buat skripsi dan sidangnya entah tugas kelompok makalah presentasi hampir semuanya.,,"Tulungagung, Indonesia",0,0,0,Rifqird2201
Fri Sep 01 17:59:44 +0000 2023,2,@convomf Ya pdhl udh diblg dri awal sm beliau kalo itu balik lagi ke universitas dan fakultas masing-masing. Dan lagi skripsi dihapus digantinya projek keknya lebih syulid,convomf,"Gangnam-gu, Republic of Korea",0,0,0,guetuh_imut
Fri Sep 01 17:57:36 +0000 2023,7,Kok berita skripsi dihapus diresponnya begini amat ya sama para pemales,,,0,0,0,selisihmakna
Fri Sep 01 17:46:17 +0000 2023,0,Ya jawaban normal sih pasti gak akan full dihapus. Bahkan soal alternatif skripsi telyu juga udah nerapin Mendikbud kali ini sebenernya cuma negasin alternatif skripsi secara eksplisit di permen. Sisanya ya kembali ke kebijakan kampus,,Di Antara Pusaran Nirfungsi,0,0,0,iqbalarauf
Fri Sep 01 17:28:22 +0000 2023,1,Dari awal pas diumumin skripsi dihapus gue malah takut soalnya bisa jadi nanti tugas akhirnya lebih susahhhhhtp sepertinya bu rektor menyetujui penghapusan skripsi,,,0,0,0,ijneyhhyenji
Fri Sep 01 16:07:44 +0000 2023,0,Skripsi dihapus Diganti project/capstone ,,"Bandung, Indonesia",0,0,0,FlyingInsect23
Fri Sep 01 15:45:08 +0000 2023,2,Ini org2 yg seneng pada ngerti gak sih klo syarat kelulusan SELAIN skripsi ditambah opsi lain kek bikin project gitu. Bukan berarti dihapus yg gaada sama sekali..,,she/her  ,0,0,0,wonwoonisasi
Fri Sep 01 15:44:04 +0000 2023,3,@convomf Dosen esp assessmentku kemarin udah declared sejujurnya saya gak setuju sama kebijakan skripsi dihapus. ,convomf,,0,0,0,bodoamatgasie
Fri Sep 01 15:34:23 +0000 2023,1,Dengar-dengar skripsi sekarang dihapus ya. https://t.co/6yLhtN9Nvs,,,0,0,0,noffret
Fri Sep 01 15:20:40 +0000 2023,0,Rekan sebaya..setuju gasii kalau skripsi dihapus?,,cut nyak dien 16 Medan 20152,0,0,0,105kissfmmedan
Fri Sep 01 15:15:02 +0000 2023,2,@collegemenfess kata siapa skripsi dihapuskan? daridulu jg gitu ga sih syarat untuk ngga ikut skripsi kan harus punya suatu proyek yang dikerjakan? emang skripsi dihapuskan tuh bener bener dihapus tanpa ngapa ngapain? kan ngga tetep ada atuh skripsi mah cuma tinggal kita pilih mana,collegemenfess,here,0,0,0,tulalulit
Fri Sep 01 15:07:49 +0000 2023,0,Skripsi ga dihapus omg tapi bisa dijadikan opsi teman hrus baca permen 53/2023 krna hoax it's not cool :&lt;,,RANDOM/(my porto in my link!) ,0,0,0,aiuxqr
Fri Sep 01 14:55:26 +0000 2023,1,@essejuicycy wah rektor lg sibuk urus skripsi dihapus ap ngga,,,0,0,0,daviesboyy
Fri Sep 01 14:19:09 +0000 2023,0,@chyntiaaasari Sepakat banget skripsi dihapus wkwk,chyntiaaasari,,0,0,0,MDzalik
Fri Sep 01 14:18:54 +0000 2023,0,@convomf kmpus gua mustahil bgt kalo skripsi dihapus,convomf,Yogyakarta,0,0,0,urgurlfr
Fri Sep 01 14:18:43 +0000 2023,0,@chyntiaaasari Skripsi itu tanggung jawab akademik menjadi mahasiswa ya jadi jangan dihapus,chyntiaaasari,Jakarta Capital Region,0,0,0,rakyat_progres
Fri Sep 01 14:12:46 +0000 2023,0,@convomf Apa dikiranya skripsi tidak diwajibkan tu dihapus kah,everybodeyi,she/her ✧,0,0,0,everybodeyi
Fri Sep 01 13:49:03 +0000 2023,3,@convomf Kan emang ya terserah kebijakan prodi dong. Kalau memungkinkan ya pasti bakal dikasih tahu dan diarahin. Kalo belum memungkinkan ya kembali ke skripsi lagi. Dah dibilangin dari kemaren skripsi itu tidak diwajibkan bukan dihapus. Jangan kemakan headline doang napa,convomf,,0,0,0,fajr_ptra
Fri Sep 01 13:47:37 +0000 2023,2,Banyak banget yang kontra s1 skripsi dihapus dengan alasan apa jaminan mutu lulusan?? Si paling bermutu silakan lewat dah ,,Tiny little spaces,0,1,0,Ahmd_Zulfahmi
Fri Sep 01 13:45:00 +0000 2023,0,Mendikbudristek Nadiem Makariem meluruskan ketentuan wajib atau tak wajib skripsi sebagai tugas akhir mahasiswa D4 dan S1 diserahkan pada perguruan tinggi masing-masing. Ini sebagai penjelasan isu skripsi dihapus sebagai syarat kelulusan perguruan tinggi. https://t.co/ns6OyEQSsE https://t.co/7hyO9m1gi9,,Indonesia,0,0,0,CNNIDdaily
Fri Sep 01 13:33:13 +0000 2023,19,@raye_brahm TOLONG YA MEDIA BACA THREAD INI. Jangan cuma temnal temnil yg bertema Skripsi dihapus ,raye_brahm,"West Borneo, Indonesia",0,0,1,sseemsms
Fri Sep 01 13:12:57 +0000 2023,1,@altagfg Aku setuju sama poin-poin Altaf di sini. Kalau dilihat-lihat mereka yang merasa menyesal karena wajib skripsi dihapus juga dari angkatan yang mengalami UN terakhir jadi pasti ada kemungkinan muncul rasa seperti itu.,altagfg,Indonesia,0,0,0,Jaguar_Alone
Fri Sep 01 13:11:07 +0000 2023,8,notes! ㅡ few tweets au / daily tweet ㅡ harsh words ㅡ ️ cw : skripsi ️ ㅡ kos ankita disini ganti ava twt dan pp chat karena foto yg dulu udah dihapus pas ending kemarin ㅡ enjoy! ㅡ feedbacks are really appreciated ㅡ cerita fullnya dari sini ⬇️ https://t.co/Nl80KJSAIh,baeby__,rps 🔞,0,1,0,baeby__
Fri Sep 01 13:00:40 +0000 2023,2,@Jaguar_Alone Terlepas dari seneng nya skripsi dihapus atau ngga tapi itulah yang membuat kualitas manusia lebih baik dengan cara berfikir. Sama kaya UN dulu toh sekarang ada efek negatif nya zonasi. Banyak yang pake ordal buat bikin anaknya keterima kita berputar pada lingkaran yang sama,Jaguar_Alone,"Atsugi-shi, Kanagawa",0,2,0,altagfg
Fri Sep 01 12:57:14 +0000 2023,546,Walaupun ada isu skripsi dihapus harus tetep jaga-jaga. Ini Kumpulan thread skripsi untuk kamu semester 7 atau maba yang penasaran. https://t.co/FQ4VuwXwvM,,,6,1,105,chocostudy_
Fri Sep 01 12:36:54 +0000 2023,1,Skripsi dihapus wkwkwk kena prank pak nadim yang ada. Tapi dengan digantinya skripsi ini diharapkan mengurangi populasi mahasiswa abadi soalnya kalo satu aja yang males ngerjain digebukin satu kelompok project,,Ghibli,0,0,0,sigumush
Fri Sep 01 12:36:40 +0000 2023,1,@collegemenfess Skripsi dihapus tepat sebulan setelah w wisuda kan bangke,collegemenfess,,0,0,0,fdilaqn
Fri Sep 01 12:10:05 +0000 2023,0,@sbmptnfess skripsi ga dihapus cuma ada opsi selain bikin skripsi,sbmptnfess,,0,0,0,spamyjal
Fri Sep 01 11:54:06 +0000 2023,0,@jejejerapah skripsi dihapus katanya nnti klo blm dihapus tak bantu hapusin lgsg dr laptop mu,jejejerapah,,0,1,0,saldokosongg
Fri Sep 01 11:43:06 +0000 2023,0,perkara skripsi dihapus.. sbnrnya uwiw udh make sistem gini &amp; w lulus pun jatohnya juga bukan lewat skripsi..,,☆ — 9w1,0,1,0,ROSERAFINN
Fri Sep 01 11:38:26 +0000 2023,1,Bahkan pengamat sampai menilai bahwa skripsi dihapus akan memberikan dampak baik bagi mahasiswa. Tapi tetap tergantung kampusnya ya. Terlepas itu apa akan ada perjuangan mahasiswa akhir lagi? atau ini rencana lain dalam menambah skill bagi mahasiswa... semangat! https://t.co/uK4zwYJIYP,chyntiaaasari,MARS,0,0,0,chyntiaaasari
Fri Sep 01 11:38:18 +0000 2023,25,Skripsi Dihapus? Mahasiswa Harus Sedih atau Senang Bahas mahasiswa aja gamau bahas Cawapres Anies dr Demokrat. Semoga September bnyk yg wisuda biar September ceria. Gimana nih? para pejuang skripsi kalo dihapus... uda nangis eh dihapus Dahlia blg semangat mahasiswa akhir! https://t.co/eXcddpkEVZ,,MARS,6,8,14,chyntiaaasari
Fri Sep 01 11:27:41 +0000 2023,0,@collegemenfess Siapa yang bilang skripsi dihapus? Itu mah cara sibapak itu aja supaya dianggap kerja toh ujung-ujungnya tergantung kampus masing-masing. Lagian masalahnya kan bukan di skripsinya tapi revisian dan sibapak/ibu dosen yang sulit ditemui dosen yang merasa paling penting .,collegemenfess,"Kota Medan, Sumatera Utara",0,0,0,panggabean_regn
Fri Sep 01 11:23:30 +0000 2023,6,Katanya peringkat 500 kampus terbaik dunia kok setuju kalo skripsi dihapus atau diganti wkwk https://t.co/1jJ1OUp2cx,,"Kota Surabaya, Jawa Timur",0,4,0,12izqiii
Fri Sep 01 11:19:12 +0000 2023,1,no. skripsi + sidang dan gabisa dihapus salah satunya. harus keduanya dihapus atau tetap ada keduanya.,,,0,1,0,dlsym
Fri Sep 01 10:57:45 +0000 2023,0,@collegemenfess angkatan 22 bilek: mau lulus sma UN dihapus mau lulus kuliah skripsi dihapus ,collegemenfess,,0,0,0,narafaa_
Fri Sep 01 10:15:00 +0000 2023,0,kalo kata dosenku skripsi dihapus tp disuruh bikin jurnal awokaoak,,,0,1,0,nwezzuko
Fri Sep 01 10:07:09 +0000 2023,0,skripsi dihapus sama kemendikbud tapi kamu sekolahnya sama kemenkes ,,,0,0,0,AudinaSheva
Fri Sep 01 09:04:32 +0000 2023,0,@collegemenfess harusnya gausah dihapus gapapa sih lagian dengan mengerjakan skripsi ngejalani ujiannya tu bakal ada kebanggaan sendiri tauu,collegemenfess,Shanghai China,0,0,0,haylinxiaaaa
Fri Sep 01 08:46:42 +0000 2023,0,bejir iya juga klo skripsi dihapus gantinya lebih gampang lah klo skripsi dihapus gantinya 1000x lebih jahanam gimana cok,,personal acc — sbt,0,1,0,dearestulip
Fri Sep 01 08:45:04 +0000 2023,0, Saya setuju persyaratan lulus mahasiswa wajib membuat skripsi dihapus dan diganti tugas akhir karena bisa mengurangi beban mahasiswa dalam menyelesaikan studinya kata Pengamat. https://t.co/NSTNE1SqcC,,NKRI,0,0,0,antaranews
Fri Sep 01 08:43:35 +0000 2023,0,@urmysweetnight Kayanya sih diserahin ke kampus deh mau skripsi atau ngga begitu. Tp gatau gue udh bab 5 kl dihapus kek eek sumpah wkwk.,urmysweetnight,Indonesia,0,1,0,tyrexdazzle
Fri Sep 01 08:43:12 +0000 2023,0,@bedepeee Skripsi dihapus trus jasa joki skripsi pye sam,bedepeee,Salatiga,0,1,0,jetbastian
Fri Sep 01 08:37:26 +0000 2023,0,@collegemenfess bknnya dimulai di angkatan 20 ya? UN dihapus pas 2020 kan? trs angkatan 19 di kampusku juga dah pada kelar skripsi pas skripsi ditiadakan gini,collegemenfess,,0,0,0,belleswrite
Fri Sep 01 08:06:17 +0000 2023,1,skripsi dihapus tapi target askeb ngga dihapus ya sama ae pak ga kroso keuntungan e blass ,,idk ,0,0,0,strwbrryancgrts
Fri Sep 01 08:04:39 +0000 2023,4,@sbmptnfess Sebenernya bukan dihapus skripsi tapi ada opsi lain selain skripsi buat kelulusan,sbmptnfess,,0,0,0,Haru11250485
Fri Sep 01 08:01:18 +0000 2023,0,mahasiswa pada kontol emang udah maha bukan siswa lagi literasinya bener bener tai cuma bilang skripsi dihapus,,,0,0,0,yungnikiii
Fri Sep 01 07:25:40 +0000 2023,0,hmm aga kurang setuju sih skripsi dihapus kalo udah kerja baru kerasa deh manfaatnya skripsi tuh kaya langkah awal mempersiapkan diri untuk bekerja didunia kerja ada namanya buat laporan tata cara penulisan yang baik dan benar revisi dari pihak sana sini,,indonesia,0,0,0,hanajeef
Fri Sep 01 07:06:40 +0000 2023,0,skripsi ga dihapus buset dah.,,_(:ι」∠)_,0,0,0,jeonggukbulet
Fri Sep 01 05:06:32 +0000 2023,1,@collegemenfess ya si mending sidangnya aja yg dihapus toh nyatanya tuh skripsi ga akan mempengaruh ke apapun cuman di tumpuk dipojokan,collegemenfess,上海 ,0,0,0,meinublue
Fri Sep 01 05:04:24 +0000 2023,0,@kegblgnunfaedh Skripsi jgn dihapus biar adik² merasakan janjian sama dosen pembimbing,kegblgnunfaedh,,0,0,0,edudukun
Fri Sep 01 04:35:16 +0000 2023,1,Denger2 skripsi mau dihapus terus diganti kliping,,,0,0,0,farisdidifebriy
Fri Sep 01 04:08:08 +0000 2023,0,@airaniiofifteen Pendapat skripsi dihapus bang yop,airaniiofifteen,,0,0,0,idk_justabyte
Fri Sep 01 04:01:03 +0000 2023,0,@mewxcury kalo nurunin mungkin enggak ya tapi ya balik lagi harusnya emang dibedakan antara universitas s1 dan sekolah politeknik d3 atau smk yang fokus ke skill. univ kan emang harusnya fokus ke teori knowledge. salah kaprah kalo skripsi dihapus fungsi institusinya aja beda kan.,mewxcury,BTS - TXT - HANGYUL - SUNOO,0,1,0,kookieslattae
Fri Sep 01 03:50:33 +0000 2023,0,Skripsi dihapus mah bahasa alusnya aja. Bikin project dan up jurnal dgn standar lbh tinggi mah lbh susah keknya,,"Dresden, Germany",0,0,0,leeeeinlove
Fri Sep 01 03:44:14 +0000 2023,1,wkwk ini temen2 mahasiswa pada gabaca berita lengkapnya apa gmn ya. skripsi tidak dihapus tapi ada alternatif lain guys... dan kalian pikir alternatif lain seperti jurnal project film itu lebih mudah dari skripsi? sebel bgt siapa sih yg menyebarkan misinformasi begini,,thank you!,0,2,0,wontumine
Fri Sep 01 03:40:06 +0000 2023,0,@kookieslattae Di tingkat atas aj gitu.UN dihapus aja bikin anak2 yg dari sekolahbnegri biasa tuh males2an dan sejujurny tipe western di sistem pendidikan kita gk cocok bgt. Anak2ny gk kritis dari sdm pengajar juga blm siap klo ditingkat uni gk ada skripsi apa gk makin nurunin kualitas sdm ya?,kookieslattae,,0,1,0,mewxcury
Fri Sep 01 03:14:18 +0000 2023,0,aku juga mikirnya kalo skripsi dihapus pasti penggantinya lebih susah ahahaha,,,0,0,0,namakusejarahh
Fri Sep 01 03:01:47 +0000 2023,0,@collegemenfess sebenarnya skripsi ga dihapus gapapa. sidangnya aja yg dihapus jadi pas skripsinya jadi tinggal dikumpulin terus wisudaaa.,collegemenfess,"Kalimantan Selatan, Indonesia",0,0,0,reddevilgirl_
Fri Sep 01 02:58:00 +0000 2023,0,Skripsi dihapus tapi gantinya jadi upload jurnal mending gw lompat sekalian. Upload jurnal tuh gak gampang prosesnya belum pernah ngalamin but I know it s gonna be stressful dan stresnya bisa aja lebih dari pas nyusun skripsi,,RPS/RPF.,0,0,0,dokengitis
Fri Sep 01 02:51:00 +0000 2023,2,Jangan gagal faham. Ya . Skripsi tidak dihapus. https://t.co/ZUw274eROT,,"Kudus, Indonesia",0,0,0,MuchithSaekan
Fri Sep 01 02:37:33 +0000 2023,0,@collegemenfess Skripsi tidak dihapus tolong. Ini bikin sesat. Yang bener untuk lulus tidak wajib skripsi tapi ada penggantinya,collegemenfess,INA,0,0,0,pyu_bagus
Fri Sep 01 02:37:30 +0000 2023,0,gue baru selesai skripsian dan melewati masa-masa gila eh tbtb katanya skripsi mau dihapus ajg sakit hati..,,,1,0,0,Nesophyte
Fri Sep 01 02:22:25 +0000 2023,0,@AdamVelcro Dihapus matkul ? Dl kan ada jalur KTA dan non KTA ya. Mahasiswa bisa pilih. Loker di bbrp media jg kadang mencantumkan persyaratan lulus dg skripsi. Krn pasti beda kemampuan berpikirnya yg pake skripsi dg yang tidak. Aneh aja nih orang.. Biarin aja...kenapa hrs hapus matkul ?,AdamVelcro,🏡,0,0,0,__R3mind_M3_
Fri Sep 01 01:57:44 +0000 2023,1,@UNSfess_ Ga dihapus pun gapapa karena secara ga langsung kita banyak belajar soft skill dri pembuatan skripsi. Pada dasarnya juga skripsi itu bukan beban skripsi cm ada 2 jenis skripsi yg susah dan skripsi yg selesai.,UNSfess_,,0,0,0,TheAshenCinder
Fri Sep 01 01:56:12 +0000 2023,0,honestly aku tin kontra skripsi dihapus bcs ada skripsi aja lulusannya kadang masih ngang ngong apalagi nda ada skripsi???? but idk sih bakal diganti apa klo misal ada sistem yg bisa ngereplace dg baik ok lah,,she/her,0,1,0,mlbblsfussion
Fri Sep 01 01:47:28 +0000 2023,0,@collegemenfess Tetep ngerjain skripsi Sidang dihapus keknya bakal aneh gk sih secara sidang kan kek ujian akhirnya masa mau lulus gapake ujian. Sidang tuh buat ngecek hasil penelitian sama pemahaman dari yg udah kmu tulis bisa jadi nanti ditanyain materi matkul juga.,collegemenfess,infj,0,1,0,sevenzenss
Fri Sep 01 01:40:23 +0000 2023,1,kdg gue bingung yg baca sekilas trs skripsi diapus trs masut elo dihapus gitu aja gaada penggantinya??? skrg fokus ajadeyyy ama dospem gosa nanya mulu km nanya km nanyaaa muak anj,,jawtim,0,0,0,diensiniy
Fri Sep 01 01:29:29 +0000 2023,0,@collegemenfess Skripsi dihapus tapi diganti tugas laennnnnn. Langsung pada sesumbar kena judul berita hmmmmm,collegemenfess,031-0341,0,0,0,ajibsn
Fri Sep 01 01:27:36 +0000 2023,1,Ketika lo sampe stress ama skripsi dan akhirnya nyerah di detik2 akhir dan tiba2...... Skripsi dihapus Bayangin aja dulu.... ,,FUNVENTURE,0,0,0,AsyadiIndrawan
Fri Sep 01 01:16:21 +0000 2023,0,Gini gais Skripsi dihapus tu bukan kayak UN yg diapus di sekolah yg ga ada ujian pengganti jadi ya sama aja MASIH ADA YANG SEJENIS skripsi buat lulus Lain ceritanya kalo skripsi dan sejenisnya tu BUKAN SYARAT KELULUSAN alias kelar kuliah udah LANGSUNG LULUS,,She / Her ,0,0,0,luminesysmine
Fri Sep 01 01:13:32 +0000 2023,0,skripsi jgn dihapus mending sidangx aja yg dihapus,,,0,0,0,syafirarahmaa
Fri Sep 01 01:11:41 +0000 2023,1,@tanyakanrl semua tergantung dosen nder. mau bimbingan mau sidang pokoknya tergantung dosen. jadi mending skripsi saja yg dihapus,tanyakanrl,My Location Unknown,0,0,0,astrophillezz
Fri Sep 01 00:59:33 +0000 2023,0,@collegemenfess kalo yang skripsi udah jadi juga jangan dihapus tar mubazir udah cape cape. Wkwkwk,collegemenfess,sindu,0,0,0,hewentbananas
Fri Sep 01 00:48:04 +0000 2023,4,1. Hemat sy yg krusial dikritisi terkait Permendikbud 53 tahun 2023 ini bukan soal tdk wajib skripsi dihapus pasal wajib publish jurnal tapi terkait AKREDITASI. 1. Izin PT/prodi dicabut jk statusnya tdk terakreditasi. Tdk ada masa perbaikan. 2. LAM jadi pasar bebas karena...,,Indonesia,0,1,1,ferrykoto
Fri Sep 01 00:41:36 +0000 2023,1,Sebenarnya fase ini melelahkan tp ga juga yang mengatakan ga setuju apalagi sampe dihapus. Mending dibenerin kali ya dosen2 gajelas yg gatau mau sidang atau binbing skripsi kek mana.. kadang yg bikin stress yg kaya gitu,,,0,0,1,TiffanyAyano
Fri Sep 01 00:38:12 +0000 2023,5,Malah menurut gw yg penting dri skripsi tuh kemampuan buat research nyusun kata-kata dan presentasi-tanya jawab di sidang ini Klo sidangnya dihapus nanti pas interview kerja ngangongango,,,0,0,0,unokensho
Thu Aug 31 23:40:47 +0000 2023,1,@collegemenfess Siapa sih yg mulai isu skripsi dihapus? Mahasiswa mudah kemakan isu disinformasi kayak gini kok belagak mau kritis ke pemerintah. Ngehe lah.,collegemenfess,"Yogyakarta, Indonesia",0,0,0,istiraahat
Thu Aug 31 23:39:35 +0000 2023,2,@collegemenfess Kuliah ngaret sampe 14 semester cuma gara2 skripsi endingnya malah dihapus. Sikintil,collegemenfess,"Semarang, Central Java",0,1,0,Imam_alfarizi
Thu Aug 31 21:17:40 +0000 2023,1,Skripsi bukan dihapus cuma jadi gak wajib aja gak SIH,,cyber.,0,0,0,cecalion
Thu Aug 31 20:44:11 +0000 2023,1,Lu pada yang seneng skripsi dihapus emangnya yakin penggantinya lebih gampang? Contohnya gaada pedomannya baru dibuat nanti lu bingung dosennya juga bingung jadi kelinci percobaan yang ada Lagian kalo masih ngandelin joki gausah sok-sokan seneng lah wkwk,,"Bekasi, samping planet namex",0,0,0,achmadardians
Thu Aug 31 20:34:35 +0000 2023,0,Sekolah sistem zonasi Kewajiban nem skripsi tesis disertasi sbg syarat kelulusan dihapus. Semangat konpetisi melempem. Journal ilmiah udah ga jd syarat kelulusan. Anji mau jd apa negri ini?,,,0,0,0,lampu_patromaks
Thu Aug 31 20:17:07 +0000 2023,1,Gimana jadi skripsi dihapus gantinya nyari loker aja,,,0,0,0,as_hariiii
Thu Aug 31 19:53:21 +0000 2023,1,Pada rame skripsi dihapus. Meanwhile jurusan kita skripsi ada/ gak ada juga gak ngaruh karena kelulusannya gak pakai skripsi ,,,0,0,0,sambatispassion
Thu Aug 31 19:18:57 +0000 2023,1,Padahal nek kampus e ngekon wajib skripsi yo mulo skripsinan orak sih malah dihapus ,,Jepara,0,0,0,AlifSyahrulN
Thu Aug 31 18:59:39 +0000 2023,1,Skripsi dihapus Pertalite dihapus Tapi cintaku padamu tidak dihapus yahahaha saranghae,,Malang,0,0,0,noturfavcatto
Thu Aug 31 18:49:37 +0000 2023,4,@kegblgnunfaedh Skripsi dihapus tetapi gantinya magang 6 bulan ( bkin karya ilmiah tentang lingkungan perusahaan dan dipresentasikan didepan manager ) KKN ditambah jadi 3 bulan supaya banyak pengalaman dan mengasah kemampuan sosial ke masyarakat,kegblgnunfaedh,"Lana, España",0,0,0,R_TrisRaditya
Thu Aug 31 17:40:44 +0000 2023,0,Makanya Undip setuju skripsi dihapus,,,0,0,0,Zlufinn__
Thu Aug 31 17:36:42 +0000 2023,1,Skripsi itu banyak banget manfaatnya loh. Kenapa dihapus?,,Lamongan - Yogyakarta,0,0,0,farihfanani
Thu Aug 31 16:55:34 +0000 2023,1,daripada skripsi dihapus mending sidangnya aja dehh gua lebih takut sidangnya :(,,,0,0,1,hokibisawin
Thu Aug 31 16:43:10 +0000 2023,0,@rismayulinad @collegemenfess Gak ada aturan tertulis skripsi dihapus ,rismayulinad,,0,0,0,_qwerty_komen
Thu Aug 31 16:36:17 +0000 2023,0,@collegemenfess Coba spill aturan skripsi dihapus. Plis literasi ,collegemenfess,,0,0,0,_qwerty_komen
Thu Aug 31 16:34:28 +0000 2023,0,sama aja skripsi dihapus tapi penggantinya publikasi jurnal minimal sinta. nangis dikit ga ngaruh. berchandya berchandyaaa,,"Banyuwangi, Indonesia",0,0,0,candymonroll
Thu Aug 31 16:05:15 +0000 2023,7,@collegemenfess Salah paham anda skripsi/karya tulis ilmiah itu ga dihapus tapi tidak diwajibkan. Artinya masing2 prodi diberi kebebasan untuk menentukan apa cara yg tepat untuk menguji mahasiswanya lulus atau tidak artinya kalau kaprodinya mau karya tulis ya tetap skripsi wkwk,collegemenfess,"Jawa Barat, Indonesia",0,0,0,azvyae
Thu Aug 31 16:01:28 +0000 2023,0,2 hari ini di kelas bahasannya soal penghapusan skripsi melulu. Kan kalau skripsi dihapus tetep ada tugas pengganti. Emang pada mau misal diminta nulis novel boso Enggres?,,"Semarang, Indonesia",0,1,0,srisumaryani
Thu Aug 31 15:51:46 +0000 2023,360,@collegemenfess 2020 dijadikan percobaan -masalah pungli -sistem zonasi -belajar mati an ternyata un dihapus -mau sempro skripsi dihapus,collegemenfess,,8,4,24,laylajanggung
Thu Aug 31 15:41:54 +0000 2023,2,tolong cepat realisasikan skripsi dihapus,,carolina,0,0,0,sumkiz
Thu Aug 31 15:21:05 +0000 2023,0,skripsi dihapus tuh mau ngapain ya,,,0,0,0,19ofrin
Thu Aug 31 15:14:11 +0000 2023,0,@risnqwqn katanya sih skripsi bakalan dihapus tp dikampusku ga ada tuh,risnqwqn,,0,1,0,denisayangku
Thu Aug 31 11:27:01 +0000 2023,3,@collegemenfess yg bilang skripsi dihapus itu siapa sih . coba disimak slide-nya pak menteri deh,collegemenfess,,0,0,0,tom_hutomo
Thu Aug 31 11:21:20 +0000 2023,1,slkh skrng makin gampang aja weh dulu UN dihapus skrng skripsi dihapus SMA sabtu libur,,she/her,0,0,0,rosearety
Thu Aug 31 11:04:35 +0000 2023,2,dah seneng skripsi 3 sks lah dihapus https://t.co/6TSD8EkBYU,,lima menit lagi belok kiri,3,0,0,sIeepinprinceee
Thu Aug 31 10:56:35 +0000 2023,0,manifesting skripsi dihapus,,,0,0,0,suouazami
Thu Aug 31 10:55:34 +0000 2023,1,@JurnalAkuntansi UN dihapus Skripsi dihapus ,JurnalAkuntansi,"Kediri, Jawa Timur",0,0,0,arsadanim
Thu Aug 31 10:30:22 +0000 2023,0,Angkatan 2019 jadi angkatan terakhir yang ngerasain ujian nasional karena abis itu dihapus. Masa angkatan 2019 lagi yang jadi angkatan terakhir yang yang ngerasain mual muntah mumet nyusun skripsi. Ga adil sekali....,,"Yogyakarta, Indonesia",0,0,0,ilustracsi
